"Participant","Ebbinghaus_Strength_Error","Ebbinghaus_Diff_Error","Ebbinghaus_Interaction_Error","Ebbinghaus_Strength_RT","Ebbinghaus_Diff_RT","Ebbinghaus_Interaction_RT","MullerLyer_Diff_Error","MullerLyer_Interaction_Error","MullerLyer_Strength_Error","MullerLyer_Strength_RT","MullerLyer_Diff_RT","MullerLyer_Interaction_RT","VerticalHorizontal_Strength_Error","VerticalHorizontal_Diff_Error","VerticalHorizontal_Interaction_Error","VerticalHorizontal_Diff_RT","VerticalHorizontal_Interaction_RT","VerticalHorizontal_Strength_RT"
"S122",-0.316985,-2.632345,-0.8269285,-0.000472314,0.304678,-0.0445889,0.7982565,0.000947072,-0.004636305,-0.01012225,0.203029,0.01195555,0.01431085,2.93929,0.08395025,0.2628325,-0.003367275,0.001291375
"S123",-0.325729,6.726265,0.00293469,-0.003451535,-0.17451,0.0334383,6.3377,0.009652415,-0.381396,0.0117848,-0.238787,-0.0134621,0.05321,1.209915,0.05182805,-0.103462,0.0003445425,1.82849e-05
"S124",-0.1543035,12.2176,0.8883495,-0.04324355,0.343466,-0.0151365,0.5368175,-0.0376275,0.4699175,-0.0189054,0.178915,0.025434,-0.01918655,5.69913,0.06136015,-0.06943945,-0.0003898595,-0.000215318
"S125",0.4932525,-1.372275,0.91332,-0.005409575,0.2479415,-0.01992925,3.08008,-0.00560506,0.128591,-0.00934362,0.310119,0.0074468,-0.0393436,-0.352248,-0.0683528,0.25967,-0.0020034,-0.006924575
"S126",0.4244135,-2.879055,0.4010205,0.02769455,0.04707335,-0.0256329,-1.267055,0.000293615,0.1787865,0.00609536,0.041715,-0.009356225,-0.0810035,2.987355,-0.08502455,-0.445473,-1.68774e-05,0.0350865
"S127",0.5326325,2.51479,1.61827,0.0351054,-0.6881975,0.1004,-5.59493,-0.00145547,0.130781,0.01123115,-0.519308,-0.006180475,-0.2092615,2.69176,-0.346436,-1.324555,0.00310698,0.05488915
"S128",0.765077,0.86239,1.96214,-0.04904965,0.43061,-0.02028915,-2.050455,-0.0145677,0.400027,-0.01588745,0.470292,0.0151601,0.03040145,-0.8122275,0.03350025,0.2188985,0.000492398,-0.01231225
"S129",-0.0831508,6.272525,0.2132135,-0.00686954,0.1382,-0.00948153,4.71521,0.00625651,-0.334286,-0.00180002,0.11098,-0.00028206,-0.0201459,3.320765,0.004778065,-0.0282141,0.000115353,0.008456555
"S130",-0.6540335,4.032075,-1.43554,-0.0260045,0.191703,-0.00728739,5.350835,-0.001780365,-0.1251045,-0.0154108,0.3007505,0.01742795,0.1114655,-2.39825,0.230148,0.1973605,-0.000762164,0.003170765
"S131",-0.8408635,5.06185,-1.18272,-0.0130862,0.3331605,-0.03486305,-0.20032,-0.007376105,-0.01581065,-0.009907935,0.2795635,0.008296355,0.01293175,1.530555,0.01484475,0.2553035,-0.0009631775,-0.00842725
"S132",-0.321791,6.25338,-0.3849635,-0.06536335,0.647024,-0.05429265,8.1768,-0.00293365,-0.542474,-0.0117733,0.446569,0.008244915,0.0476828,4.666085,0.2176535,0.818359,0.000733092,-0.0478213
"S133",-0.220891,5.55392,-0.00269801,-0.0555751,0.5050905,-0.05358125,4.60672,-0.02170275,0.02851635,-0.01476575,0.423014,0.01471065,-0.0574789,2.948135,-0.1003025,0.6951385,0.000337186,-0.0339145
"S134",0.2177625,-10.8223,-0.5313035,-0.01610295,0.169514,-0.01078785,-1.517795,0.002498635,-0.06184155,-0.00662922,0.06608345,0.00966884,-0.1034145,1.46577,-0.182169,0.28032,0.003866665,-0.01448835
"S135",-0.9884275,9.14304,-1.23183,-0.039179,0.452829,-0.05223345,8.061075,0.0255395,-0.7003155,-0.009764465,0.3255135,0.008739355,-0.0854748,6.650345,-0.0406082,0.5424525,-0.002846335,-0.0243737
"S136",-0.277982,10.5495,0.251116,-0.0398044,0.456288,-0.03169485,0.5800895,-0.002233205,0.117733,-0.009704975,0.412321,0.007253165,-0.357272,5.898115,-0.6737895,0.5159195,-0.0010326,-0.0287094
"S137",1.05326,1.28468,2.87579,-0.01935385,0.2801645,-0.0291412,-6.016365,-0.00197833,0.266503,-0.004603545,0.150939,0.003513615,-0.002132455,-1.082105,-0.003682245,0.00675177,-0.00340822,0.00835394
"S138",-0.1135665,-6.38831,-0.849238,0.01478965,-0.245233,0.0274495,-4.175225,-0.0003336895,0.187865,0.02367215,-0.3552225,-0.0291304,0.1590925,-4.899735,0.196467,-0.5527205,0.00307819,0.0121981
"S139",-0.585653,3.941155,-0.9158245,-0.01236115,0.2534695,-0.01739,-0.0327952,0.00634604,-0.00923867,-0.0107535,0.209704,0.012633,0.06284395,2.528915,0.1361375,0.260079,-0.00568957,0.002149025
"S140",-1.2612,10.4815,-1.9489,-0.000547369,0.197811,-0.03944035,9.56446,0.005231545,-0.484124,-0.00433663,0.131818,0.00442085,-0.02659105,2.84003,-0.0261337,0.514375,-0.00637362,-0.0186276
"S141",0.2423445,-4.191595,0.1075345,-0.02643755,0.124814,-0.003980545,2.13243,0.0234741,-0.313503,0.002771295,0.124171,-0.007845295,-0.1514205,-0.87155,-0.2825235,0.233824,-0.000183091,-0.02251865
"S142",-0.09787025,-0.465449,-0.463364,-0.0413019,0.482178,-0.0471024,-5.3135,0.002548815,0.1746265,-0.009150135,0.4729095,0.00277347,-0.0706136,-0.644575,-0.203655,0.421257,-0.000517072,-0.0190333
"S143",0.599785,-2.440535,1.0656,0.0228895,-0.4492315,0.0636912,-1.951125,-0.006167145,0.339067,0.01379,-0.409661,-0.012402,-0.08395165,-1.56376,-0.198091,-0.164711,-0.000356219,0.0025271
"S144",-0.50902,9.716635,-0.5246855,0.00254733,-0.005549305,-0.00198167,5.256,-0.016501,-0.1818865,-0.00442106,-0.01752565,0.006648485,-0.1182045,6.011995,-0.156329,0.414313,0.001600195,-0.026928
"S145",-0.0368411,2.007465,0.03253155,-0.0377165,0.3443145,-0.03620175,1.842545,-0.00210169,-0.0008062535,-0.01007835,0.3687375,0.00903111,0.06596555,-0.364955,0.09207935,0.594848,-0.001717495,-0.01828135
"S146",0.050181,7.67734,0.977059,-0.0258091,0.2882855,-0.0114935,2.862475,0.01117075,-0.2732545,-0.001184795,0.09887245,-0.0001720605,-0.0187276,4.028255,-0.0112271,0.422529,-0.000655825,-0.0143822
"S147",0.20563,-4.626585,-0.09901695,-0.005058385,-0.04328775,0.01080125,0.7882135,0.0169031,-0.2467355,0.0015971,-0.07824965,-0.0018508,0.114102,-1.944755,0.1858425,-0.103502,-0.000452946,0.01235675
"S148",-0.1960775,-2.740895,-0.53712,0.007824245,0.04608705,-0.007799405,-0.5391895,0.0171306,-0.3393405,-0.001658375,-0.00218827,0.00287768,0.03307455,-1.549135,0.04562805,-0.219671,-0.00111719,0.01046685
"S149",-0.549767,0.9954,-0.9505375,-0.04611655,0.267291,-0.0234259,0.5086705,0.00131637,-0.0916645,-0.00751815,0.207602,0.00625081,-0.01971925,1.7848,-0.01247965,0.2058465,-0.001287615,-0.009604335
"S150",0.4139715,3.10297,1.140445,0.134419,-1.291105,0.1105915,-0.7642565,0.00303644,-0.1925265,0.03549635,-0.992412,-0.0338101,-0.071086,-0.381988,-0.1001365,-1.29235,0.01305535,0.0371706
"S151",-0.509597,10.0273,-0.240017,-0.0907528,0.547167,-0.00692489,-1.67585,-0.0143365,0.381889,-0.0101186,0.3611605,0.00613769,0.0860005,1.64807,0.1782775,0.395014,-0.0004634095,-0.00835442
"S152",0.8742385,1.757605,2.522925,0.01029545,-0.0785321,-0.009471565,1.578795,-0.00897074,0.1017295,-0.00336357,0.1646565,0.0006092395,-0.00221757,2.358045,-0.03691375,0.306944,6.86194e-07,-0.02551975
"S153",-0.67638,14.3445,-0.06614715,-0.03082815,0.316804,-0.01705615,2.254045,0.008090625,-0.244223,-0.003685905,-0.0698549,0.006967385,-0.2228225,8.99874,-0.3260865,0.1781455,-0.0003376755,-0.01060575
"S154",-1.03609,4.659685,-2.01821,-0.0443036,0.367039,-0.004172005,6.859645,0.0298638,-0.539156,-0.0141882,0.3168835,0.0145756,-0.01656905,7.040025,0.0776936,0.3709065,-0.0003022445,-0.00266958
"S155",-0.272229,-3.310585,-0.784452,-0.0360856,0.296766,-0.01146635,-5.773755,-0.00427201,0.235469,-0.002409205,0.1425165,-0.000538401,-0.1698025,4.05003,-0.2557055,-0.0793777,-0.002842725,0.01985755
"S156",0.197657,1.254145,0.6253375,-0.03159765,0.1663285,0.01120375,5.56039,-0.000513664,-0.196436,-0.00468207,0.154883,0.004996325,0.035614,1.47576,0.09472745,0.08756245,-0.005348115,0.00109998
"S157",-0.663457,6.764055,-0.735506,-0.0608144,0.4857575,-0.009710665,3.27491,-0.00031268,-0.18899,-0.00898096,0.31176,0.00617012,-0.04287115,1.82633,-0.02883925,0.4836295,-0.001783265,-0.0143373
"S158",-0.64885,1.707595,-1.17145,-0.009770845,0.2020115,-0.0153671,2.453345,0.005310765,-0.118376,-0.0168387,0.360389,0.0190124,-0.0388633,0.561045,-0.05791115,0.36349,0.000757515,-0.02168415
"S159",0.406637,-10.6558,-0.1857755,0.02164915,-0.03675335,-0.02100135,-2.599235,0.003398185,-0.0409952,-0.00830723,0.08049775,0.0105328,-0.1345055,0.347016,-0.279618,0.0754477,0.0007287925,-0.00678421
"S160",0.115292,-4.69182,-0.0649711,-0.03720715,0.2470255,-0.01182285,-2.376135,0.005319755,0.00736708,-0.007601595,0.288756,0.005726095,0.0266605,-1.12868,0.00576169,0.070493,-0.002236235,0.000917188
"S161",-0.7995225,5.185495,-1.302795,-0.0506671,0.446265,-0.0179554,3.88177,0.007741355,-0.2635505,-0.01674365,0.2079175,0.02119045,-0.0872079,-0.9593735,-0.160171,0.532246,-0.001062235,-0.03159385
"S162",0.2233145,2.01882,0.6721805,-0.0463816,0.589002,-0.05007595,-0.071575,0.00208964,0.07303075,-0.006364005,0.3727015,0.000684139,0.149916,1.592345,0.393039,0.4495445,-0.00344281,-0.00629421
"S163",0.02253485,3.637475,0.4742675,-0.08506045,0.4033275,0.004436965,1.804475,-0.0043745,0.1270435,-0.00751674,0.1378015,0.00819029,0.0846288,-0.4323945,0.169643,0.191755,-0.000718515,-0.009760075
"S164",-0.63991,-4.61792,-1.992385,-0.0314933,0.313533,-0.05342265,0.9386335,0.00174803,-0.1041655,-0.000503848,0.3515885,-0.00603002,0.1802105,-3.475895,0.3505975,0.5287555,-0.00382792,-0.0164282
"S165",0.585371,-2.10088,1.01075,0.02285715,-0.2070595,0.01211605,-5.530025,-0.00878773,0.360229,0.01033235,-0.234202,-0.0117541,0.1095715,-4.762875,0.0840714,-0.4900315,-0.0007573925,0.0276664
"S166",-0.323954,7.46376,-0.05650545,-0.04684155,0.461927,-0.03488025,6.82412,-0.0005556205,-0.3529405,-0.01520055,0.514685,0.01213355,-0.01526895,2.40345,0.02493955,0.483451,-1.683385e-05,-0.02702375
"S167",-0.389905,9.102775,-0.03848195,-0.02170915,0.1364035,0.0006294935,6.94311,0.007154195,-0.237332,-0.02205525,0.336978,0.02753985,-0.272148,5.712855,-0.4821345,0.65109,0.00576051,-0.05322655
"S168",-0.6836865,1.46064,-1.2601,-0.0360845,0.361658,-0.03631305,-5.02685,-0.006628225,0.276711,0.004866625,0.1708295,-0.01245395,0.0718345,-3.392345,0.0935539,0.322345,4.25317e-05,-0.020251
"S169",0.3349175,-8.00657,-0.00617105,0.155783,-1.474335,0.1304115,-6.33277,-0.00870882,0.441648,0.0348842,-1.29541,-0.02683925,0.0268017,-4.50913,-0.00546138,-2.681295,0.010473,0.111399
"S170",0.650947,-5.51657,0.7598945,0.0167015,-0.222164,0.02002365,-5.28149,0.00314122,-0.00372977,0.00366284,-0.0779278,-0.00338881,-0.07701575,-3.3528,-0.193691,-0.07029015,-0.000833266,-0.00220246
"S171",0.187572,-3.204035,-0.006643015,0.124381,-1.05806,0.06047915,-2.268645,-0.001915395,0.0691851,0.02012055,-0.5716585,-0.01918395,-0.03348165,-3.04615,-0.03591385,-1.062275,0.0015246,0.0471929
"S172",-0.7654105,1.85226,-1.497565,-0.0562442,0.5023615,-0.04879055,-0.4466195,0.00525399,0.01816905,0.003297185,0.2114145,-0.0100927,0.109793,1.884595,0.294631,0.2017475,-0.002509665,0.0102968
"S173",-0.885873,10.7713,-0.7938595,-0.0286842,0.210116,-0.00304504,0.735227,0.006788025,-0.1254675,-0.0115754,0.0446571,0.01508295,-0.3140665,7.263855,-0.4419985,0.153183,0.004810945,-0.02906365
"S174",-0.207368,4.56974,-0.01233825,-0.0314371,0.3253875,-0.0160799,-0.605446,-0.005736315,0.1163135,-0.007001705,0.1392755,0.0095001,0.0015314,5.14623,-0.03077865,0.6101175,-0.0004828085,-0.0323334
"S175",-0.317429,3.67196,-0.06214735,0.01500545,-0.3481955,0.093563,5.43236,0.0373771,-0.726265,-0.0246082,-0.398993,0.0463488,-0.0366453,3.013745,-0.018554,-0.3343325,0.0103717,-0.01888035
"S176",0.54224,-8.04404,0.1918735,0.076135,-0.6311615,0.0378776,-5.074805,-0.005249985,0.198578,0.01446985,-0.6541985,-0.007250165,0.04527955,-4.55867,0.007825225,-0.3806255,0.00757521,-0.002230635
"S177",-1.10844,7.517255,-2.230995,-0.04993695,0.4102,-0.00315099,1.420115,0.01331515,-0.208775,-0.01218385,0.0705684,0.0168104,-0.207293,6.97026,-0.3263995,0.09449775,-9.72187e-06,-0.0181604
"S178",-1.391385,6.10431,-2.7385,-0.03763125,0.368189,-0.01736275,12.34275,0.00939846,-0.737931,-0.015309,0.3366535,0.01863605,-0.03424485,7.151675,0.0498199,0.683373,0.001003,-0.03713875
"S179",0.554701,-4.96104,0.5476535,0.03447485,-0.05098235,-0.0299172,0.4846755,0.00922742,-0.174625,-0.00445235,0.02918835,0.005457795,0.2052025,-6.123505,0.276024,-0.2478115,0.0009564625,0.0119158
"S180",0.268349,-0.615877,0.1457335,0.00349504,0.120337,-0.01725495,-0.147945,0.01071905,-0.349839,0.00734467,-0.0527808,-0.01144825,-0.04220915,-2.299645,-0.1092445,-0.09171225,0.000106048,-0.001661495
"S181",0.158597,-0.05643575,0.218791,-0.0128326,0.1882095,-0.00159975,0.3720515,0.0228608,-0.2743605,-0.01974885,0.277835,0.02351855,-0.07322935,2.82373,-0.1021455,-0.07291265,0.000259267,0.00188215
"S182",-0.144833,-2.076775,-0.5232975,0.06858545,-0.6293685,0.04740525,-5.520405,-0.00300706,0.299126,0.01966135,-0.40251,-0.0206886,0.0938022,-6.14037,0.06550775,-0.5891035,0.00373644,0.02271745
